Date,Pond,Species,Number of exuviae,collection duration,emergence rate,,,,,,,,,,,,,
8/9/19,Fishless,A. canadensis,0,90,0,,,,,,,,,,,,,
8/9/19,Railtracks,A. canadensis,0,90,0,,,,,,,,,,,,,
8/12/19,Elephant,A. canadensis,0,90,0,,,,,,,,,,,,,
8/12/19,Fishless,A. canadensis,2,90,0.022222222,,,,,,,,,,,,,
8/12/19,Railtracks,A. canadensis,0,90,0,,,,,,,,,,,,,
8/14/19,Elephant,A. canadensis,0,90,0,,,,,,,,,,,,,
8/14/19,Fishless,A. canadensis,0,90,0,,,,,,,,,,,,,
8/14/19,Railtracks,A. canadensis,0,90,0,,,,,,,,,,,,,
8/16/19,Elephant,A. canadensis,0,90,0,,,,,,,,,,,,,
8/16/19,Fishless,A. canadensis,0,90,0,,,,,,,,,,,,,
8/16/19,Railtracks,A. canadensis,0,90,0,,,,,,,,,,,,,
8/19/19,Elephant,A. canadensis,0,90,0,,,,,,,,,,,,,
8/19/19,Fishless,A. canadensis,0,90,0,,,,,,,,,,,,,
8/19/19,Railtracks,A. canadensis,0,90,0,,,,,,,,,,,,,
8/21/19,Elephant,A. canadensis,0,90,0,,,,,,,,,,,,,
8/21/19,Fishless,A. canadensis,0,90,0,,,,,,,,,,,,,
8/21/19,Railtracks,A. canadensis,0,90,0,,,,,,,,,,,,,
8/23/19,Elephant,A. canadensis,0,90,0,,,,,,,,,,,,,
8/23/19,Fishless,A. canadensis,0,90,0,,,,,,,,,,,,,
8/23/19,Railtracks,A. canadensis,0,90,0,,,,,,,,,,,,,
5/16/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
5/16/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
5/16/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
5/22/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
5/22/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
5/22/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
5/24/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
5/24/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
5/24/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
5/29/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
5/29/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
5/29/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
5/30/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
5/30/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
5/30/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
5/31/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
5/31/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
5/31/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/3/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/3/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/3/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/5/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/5/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/5/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/7/19,Elephant,A. eremita,0,60,0,,,,,,,,,,,,,
6/7/19,Fishless,A. eremita,0,60,0,,,,,,,,,,,,,
6/7/19,Railtracks,A. eremita,0,60,0,,,,,,,,,,,,,
6/10/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/10/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/10/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/12/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/12/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/12/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/14/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/14/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/14/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/16/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/16/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/16/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/19/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/19/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/19/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/21/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/21/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/21/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/24/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/24/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/24/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/26/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/26/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/26/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
6/28/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
6/28/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
6/28/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/1/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/1/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/1/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/3/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/3/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/3/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/7/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/7/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/7/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/9/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/9/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/9/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/10/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/10/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/10/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/12/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/12/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/12/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/15/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/15/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/15/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/17/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/17/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/17/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/19/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/19/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/19/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/22/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/22/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/22/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/25/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/25/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/25/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/26/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/26/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/26/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
7/29/19,Elephant,A. eremita,0,60,0,,,,,,,,,,,,,
7/29/19,Fishless,A. eremita,0,60,0,,,,,,,,,,,,,
7/29/19,Railtracks,A. eremita,0,60,0,,,,,,,,,,,,,
7/31/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
7/31/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
7/31/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
8/2/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
8/2/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/2/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
8/5/19,Elephant,A. eremita,0,0,#DIV/0!,,,,,,,,,,,,,
8/5/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/5/19,Railtracks,A. eremita,0,0,#DIV/0!,,,,,,,,,,,,,
8/7/19,Elephant,A. eremita,0,130,0,,,,,,,,,,,,,
8/7/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/7/19,Railtracks,A. eremita,0,130,0,,,,,,,,,,,,,
8/9/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
8/9/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/9/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
8/12/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
8/12/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/12/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
8/14/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
8/14/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/14/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
8/16/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
8/16/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/16/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
8/19/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
8/19/19,Fishless,A. eremita,1,90,0.011111111,,,,,,,,,,,,,
8/19/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
8/21/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
8/21/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/21/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
8/23/19,Elephant,A. eremita,0,90,0,,,,,,,,,,,,,
8/23/19,Fishless,A. eremita,0,90,0,,,,,,,,,,,,,
8/23/19,Railtracks,A. eremita,0,90,0,,,,,,,,,,,,,
5/21/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
5/21/18,Fishless,A. junius,0,70,0,,,,,,,,,,,,,
5/21/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
5/22/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
5/22/18,Fishless,A. junius,0,70,0,,,,,,,,,,,,,
5/22/18,Railtracks,A. junius,0,60,0,,,,,,,,,,,,,
5/23/18,Elephant,A. junius,0,60,0,,,,,,,,,,,,,
5/23/18,Fishless,A. junius,0,60,0,,,,,,,,,,,,,
5/23/18,Railtracks,A. junius,0,60,0,,,,,,,,,,,,,
5/25/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
5/25/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
5/25/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
5/29/18,Elephant,A. junius,0,60,0,,,,,,,,,,,,,
5/29/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
5/29/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
5/31/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
5/31/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
5/31/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
6/1/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
6/1/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
6/1/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
6/4/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
6/4/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
6/4/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
6/5/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
6/5/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
6/5/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
6/7/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
6/7/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
6/7/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
6/11/18,Elephant,A. junius,0,120,0,,,,,,,,,,,,,
6/11/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
6/11/18,Railtracks,A. junius,0,120,0,,,,,,,,,,,,,
6/13/18,Elephant,A. junius,0,24,0,,,,,,,,,,,,,
6/13/18,Fishless,A. junius,ND,0,#VALUE!,,,,,,,,,,,,,
6/13/18,Railtracks,A. junius,ND,0,#VALUE!,,,,,,,,,,,,,
6/14/18,Elephant,A. junius,0,66,0,,,,,,,,,,,,,
6/14/18,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/14/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/15/18,Elephant,A. junius,0,60,0,,,,,,,,,,,,,
6/15/18,Fishless,A. junius,0,60,0,,,,,,,,,,,,,
6/15/18,Railtracks,A. junius,0,60,0,,,,,,,,,,,,,
6/19/18,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/19/18,Fishless,A. junius,0,120,0,,,,,,,,,,,,,
6/19/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/21/18,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/21/18,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/21/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/22/18,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/22/18,Fishless,A. junius,1,90,0.011111111,,,,,,,,,,,,,
6/22/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/25/18,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/25/18,Fishless,A. junius,1,90,0.011111111,,,,,,,,,,,,,
6/25/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/27/18,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/27/18,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/27/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/2/18,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/2/18,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/2/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/3/18,Elephant,A. junius,6,90,0.066666667,,,,,,,,,,,,,
7/3/18,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/3/18,Railtracks,A. junius,2,90,0.022222222,,,,,,,,,,,,,
7/6/18,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/6/18,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/6/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/9/18,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/9/18,Fishless,A. junius,15,90,0.166666667,,,,,,,,,,,,,
7/9/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/11/18,Elephant,A. junius,3,90,0.033333333,,,,,,,,,,,,,
7/11/18,Fishless,A. junius,58,90,0.644444444,,,,,,,,,,,,,
7/11/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/13/18,Elephant,A. junius,11,90,0.122222222,,,,,,,,,,,,,
7/13/18,Fishless,A. junius,151,90,1.677777778,,,,,,,,,,,,,
7/13/18,Railtracks,A. junius,30,90,0.333333333,,,,,,,,,,,,,
7/16/18,Elephant,A. junius,51,90,0.566666667,,,,,,,,,,,,,
7/16/18,Fishless,A. junius,242,90,2.688888889,,,,,,,,,,,,,
7/16/18,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/18/18,Elephant,A. junius,74,90,0.822222222,,,,,,,,,,,,,
7/18/18,Fishless,A. junius,251,90,2.788888889,,,,,,,,,,,,,
7/18/18,Railtracks,A. junius,11,90,0.122222222,,,,,,,,,,,,,
7/23/18,Elephant,A. junius,236,90,2.622222222,,,,,,,,,,,,,
7/23/18,Fishless,A. junius,299, ,#VALUE!,,,,,,,,,,,,,
7/23/18,Railtracks,A. junius,22,90,0.244444444,,,,,,,,,,,,,
7/26/18,Elephant,A. junius,180,90,2,,,,,,,,,,,,,
7/26/18,Fishless,A. junius,269,90,2.988888889,,,,,,,,,,,,,
7/26/18,Railtracks,A. junius,21,90,0.233333333,,,,,,,,,,,,,
7/27/18,Elephant,A. junius,129,90,1.433333333,,,,,,,,,,,,,
7/27/18,Fishless,A. junius,242,90,2.688888889,,,,,,,,,,,,,
7/27/18,Railtracks,A. junius,19,90,0.211111111,,,,,,,,,,,,,
7/31/18,Elephant,A. junius,ND,ND,#VALUE!,,,,,,,,,,,,,
7/31/18,Fishless,A. junius,282,90,3.133333333,,,,,,,,,,,,,
7/31/18,Railtracks,A. junius,ND,ND,#VALUE!,,,,,,,,,,,,,
8/1/18,Elephant,A. junius,215,90,2.388888889,,,,,,,,,,,,,
8/1/18,Fishless,A. junius,45,15,3,,,,,,,,,,,,,
8/1/18,Railtracks,A. junius,24,90,0.266666667,,,,,,,,,,,,,
8/6/18,Elephant,A. junius,105,90,1.166666667,,,,,,,,,,,,,
8/6/18,Fishless,A. junius,195,90,2.166666667,,,,,,,,,,,,,
8/6/18,Railtracks,A. junius,13,90,0.144444444,,,,,,,,,,,,,
8/8/18,Elephant,A. junius,125,90,1.388888889,,,,,,,,,,,,,
8/8/18,Fishless,A. junius,170,90,1.888888889,,,,,,,,,,,,,
8/8/18,Railtracks,A. junius,8,90,0.088888889,,,,,,,,,,,,,
8/13/18,Elephant,A. junius,130,90,1.444444444,,,,,,,,,,,,,
8/13/18,Fishless,A. junius,248,90,2.755555556,,,,,,,,,,,,,
8/13/18,Railtracks,A. junius,21,90,0.233333333,,,,,,,,,,,,,
8/15/18,Elephant,A. junius,131,90,1.455555556,,,,,,,,,,,,,
8/15/18,Fishless,A. junius,292,90,3.244444444,,,,,,,,,,,,,
8/15/18,Railtracks,A. junius,25,90,0.277777778,,,,,,,,,,,,,
8/21/18,Elephant,A. junius,166,90,1.844444444,,,,,,,,,,,,,
8/21/18,Fishless,A. junius,224,90,2.488888889,,,,,,,,,,,,,
8/21/18,Railtracks,A. junius,21,90,0.233333333,,,,,,,,,,,,,
8/23/18,Elephant,A. junius,47,45,1.044444444,,,,,,,,,,,,,
8/23/18,Fishless,A. junius,119,90,1.322222222,,,,,,,,,,,,,
8/23/18,Railtracks,A. junius,5,90,0.055555556,,,,,,,,,,,,,
5/16/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
5/16/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
5/16/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
5/22/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
5/22/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
5/22/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
5/24/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
5/24/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
5/24/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
5/29/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
5/29/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
5/29/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
5/30/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
5/30/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
5/30/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
5/31/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
5/31/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
5/31/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/3/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/3/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/3/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/5/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/5/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/5/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/7/19,Elephant,A. junius,0,60,0,,,,,,,,,,,,,
6/7/19,Fishless,A. junius,0,60,0,,,,,,,,,,,,,
6/7/19,Railtracks,A. junius,0,60,0,,,,,,,,,,,,,
6/10/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/10/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/10/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/12/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/12/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/12/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/14/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/14/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/14/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/16/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/16/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/16/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/19/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/19/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/19/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/21/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/21/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/21/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/24/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/24/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/24/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/26/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/26/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/26/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
6/28/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
6/28/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
6/28/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/1/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/1/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/1/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/3/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/3/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/3/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/7/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/7/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/7/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/9/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/9/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/9/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/10/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/10/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/10/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/12/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/12/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/12/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/15/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/15/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/15/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/17/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/17/19,Fishless,A. junius,12,90,0.133333333,,,,,,,,,,,,,
7/17/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/19/19,Elephant,A. junius,2,90,0.022222222,,,,,,,,,,,,,
7/19/19,Fishless,A. junius,60,90,0.666666667,,,,,,,,,,,,,
7/19/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/22/19,Elephant,A. junius,4,90,0.044444444,,,,,,,,,,,,,
7/22/19,Fishless,A. junius,171,90,1.9,,,,,,,,,,,,,
7/22/19,Railtracks,A. junius,5,90,0.055555556,,,,,,,,,,,,,
7/25/19,Elephant,A. junius,31,90,0.344444444,,,,,,,,,,,,,
7/25/19,Fishless,A. junius,180,90,2,,,,,,,,,,,,,
7/25/19,Railtracks,A. junius,43,90,0.477777778,,,,,,,,,,,,,
7/26/19,Elephant,A. junius,20,90,0.222222222,,,,,,,,,,,,,
7/26/19,Fishless,A. junius,149,90,1.655555556,,,,,,,,,,,,,
7/26/19,Railtracks,A. junius,44,90,0.488888889,,,,,,,,,,,,,
7/29/19,Elephant,A. junius,82,60,1.366666667,,,,,,,,,,,,,
7/29/19,Fishless,A. junius,240,60,4,,,,,,,,,,,,,
7/29/19,Railtracks,A. junius,130,60,2.166666667,,,,,,,,,,,,,
7/31/19,Elephant,A. junius,50,90,0.555555556,,,,,,,,,,,,,
7/31/19,Fishless,A. junius,177,90,1.966666667,,,,,,,,,,,,,
7/31/19,Railtracks,A. junius,99,90,1.1,,,,,,,,,,,,,
8/2/19,Elephant,A. junius,89,90,0.988888889,,,,,,,,,,,,,
8/2/19,Fishless,A. junius,184,90,2.044444444,,,,,,,,,,,,,
8/2/19,Railtracks,A. junius,131,90,1.455555556,,,,,,,,,,,,,
8/5/19,Elephant,A. junius,0,0,#DIV/0!,,,,,,,,,,,,,
8/5/19,Fishless,A. junius,226,90,2.511111111,,,,,,,,,,,,,
8/5/19,Railtracks,A. junius,0,0,#DIV/0!,,,,,,,,,,,,,
8/7/19,Elephant,A. junius,163,130,1.253846154,,,,,,,,,,,,,
8/7/19,Fishless,A. junius,185,90,2.055555556,,,,,,,,,,,,,
8/7/19,Railtracks,A. junius,203,130,1.561538462,,,,,,,,,,,,,
8/9/19,Elephant,A. junius,77,90,0.855555556,,,,,,,,,,,,,
8/9/19,Fishless,A. junius,86,90,0.955555556,,,,,,,,,,,,,
8/9/19,Railtracks,A. junius,79,90,0.877777778,,,,,,,,,,,,,
8/12/19,Elephant,A. junius,99,90,1.1,,,,,,,,,,,,,
8/12/19,Fishless,A. junius,173,90,1.922222222,,,,,,,,,,,,,
8/12/19,Railtracks,A. junius,91,90,1.011111111,,,,,,,,,,,,,
8/14/19,Elephant,A. junius,86,90,0.955555556,,,,,,,,,,,,,
8/14/19,Fishless,A. junius,124,90,1.377777778,,,,,,,,,,,,,
8/14/19,Railtracks,A. junius,62,90,0.688888889,,,,,,,,,,,,,
8/16/19,Elephant,A. junius,99,90,1.1,,,,,,,,,,,,,
8/16/19,Fishless,A. junius,81,90,0.9,,,,,,,,,,,,,
8/16/19,Railtracks,A. junius,54,90,0.6,,,,,,,,,,,,,
8/19/19,Elephant,A. junius,65,90,0.722222222,,,,,,,,,,,,,
8/19/19,Fishless,A. junius,91,90,1.011111111,,,,,,,,,,,,,
